"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 26 14:42:52 GMT 2024","Fri Jan 26 14:42:58 GMT 2024","5860","yopmail helper","","","","","Read details of an email in text type",""
"passed","Fri Jan 26 14:42:52 GMT 2024","Fri Jan 26 14:42:55 GMT 2024","3155","yopmail helper","","","","","get inbox of a mail address",""
"passed","Fri Jan 26 14:42:52 GMT 2024","Fri Jan 26 14:43:04 GMT 2024","11264","yopmail helper","","","","","Read link of an email",""
"passed","Fri Jan 26 14:42:52 GMT 2024","Fri Jan 26 14:43:01 GMT 2024","8565","yopmail helper","","","","","Read details of an email in html type",""
